stairs.thisTrialN,stairs.stepSize,stairs.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stairs.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
86,0.5,1.0,123.76008899998851,,123.75490810000338,123.76008899998851,124.24633960006759,124.24633960006759,124.25335459993221,124.53789209993556,124.84472590009682,left,-1.0,1,1,0.5936393002048135,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
87,0.5,1.0,124.85016470006667,,124.8449263998773,124.85016470006667,125.33658239990473,125.33658239990473,125.3434460000135,125.6277340000961,125.99784359987825,left,-1.0,1,1,0.6592301998753101,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
88,0.5,1.0,126.00283270003274,,125.99807869992219,126.00283270003274,126.48911789990962,126.48911789990962,126.49601190001704,126.78061309992336,127.14416730008088,left,-1.0,1,1,0.6483372999355197,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
89,0.5,1.0,127.14865839993581,,127.14444399997592,127.14865839993581,127.6348258999642,127.6348258999642,127.64179569995031,127.92643320001662,128.24141100002453,right,1.0,1,1,0.603784800041467,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
90,0.5,1.0,128.24541090009734,,128.2416262999177,128.24541090009734,128.73189499997534,128.73189499997534,128.73871519998647,129.02320259995759,129.4069099999033,left,-1.0,1,1,0.6715039999689907,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
91,0.5,1.0,129.41210710001178,,129.40717060002498,129.41210710001178,129.89840629999526,129.89840629999526,129.9054433000274,130.18981679994613,130.35129330004565,right,1.0,1,1,0.4510017998982221,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
92,0.5,1.0,130.35637350007892,,130.35152169992216,130.35637350007892,130.8427601000294,130.8427601000294,130.84966739988886,131.13412799988873,131.39198109996505,right,1.0,1,1,0.5465101001318544,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
93,0.5,1.0,131.39797460008413,,131.39222589996643,131.39797460008413,131.88412799988873,131.88412799988873,131.89112660009414,132.17551159998402,132.4826926998794,left,-1.0,1,1,0.5918793000746518,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
94,0.5,1.0,132.48806759994477,,132.48294420004822,132.48806759994477,132.9743641000241,132.9743641000241,132.98117369995452,133.26564090000466,133.55927279987372,right,1.0,1,1,0.5828498001210392,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
95,0.5,1.0,133.5641775999684,,133.55951029993594,133.5641775999684,134.05064240004867,134.05064240004867,134.057528299978,134.34191259997897,134.55189700005576,right,1.0,1,1,0.4961546999402344,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
96,0.5,1.0,134.55721889995039,,134.55213680001907,134.55721889995039,135.04343249998055,135.04343249998055,135.05031659989618,135.33475619996898,135.52357649989426,right,1.0,1,1,0.47561020008288324,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
97,0.5,1.0,135.52933280006982,,135.52377579989843,135.52933280006982,136.015630699927,136.015630699927,136.02234039991163,136.3069964000024,136.56591770006344,left,-1.0,1,1,0.5432230001315475,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
98,0.5,1.0,136.57059859996662,,136.56617460004054,136.57059859996662,137.05715480004437,137.05715480004437,137.06392539991066,137.34848470008,137.50285990000702,right,1.0,1,1,0.44240349996834993,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
99,0.5,1.0,137.50822920002975,,137.5031139999628,137.50822920002975,137.99441189994104,137.99441189994104,138.00194439990446,138.28585530002601,138.5582733999472,right,1.0,1,1,0.5571332999970764,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
100,0.5,1.0,138.56345700006932,,138.5585630000569,138.56345700006932,139.04976570000872,139.04976570000872,139.05683159991167,139.34114939998835,139.62717809993774,right,1.0,1,1,0.5734130998607725,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
101,0.5,1.0,139.63274560007267,,139.62740110000595,139.63274560007267,140.11914069997147,140.11914069997147,140.12592380004935,140.41050019999966,140.75968559994362,left,-1.0,1,1,0.6380648999474943,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
102,0.5,1.0,140.76449700002559,,140.7598977999296,140.76449700002559,141.25086820009165,141.25086820009165,141.2578882998787,141.54229409992695,141.90516590001062,right,1.0,1,1,0.6488224000204355,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
103,0.5,1.0,141.91023760009557,,141.90537329996005,141.91023760009557,142.3965368999634,142.3965368999634,142.4033921000082,142.68795110005885,142.97408890002407,left,-1.0,1,1,0.5730291998479515,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
104,0.5,1.0,142.9793511000462,,142.97429869999178,142.9793511000462,143.46585380006582,143.46585380006582,143.47274179989472,143.75724849989638,144.38379790005274,right,1.0,1,1,0.914312900044024,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
105,0.5,1.0,144.38909259997308,,144.38399909995496,144.38909259997308,144.87521560001187,144.87521560001187,144.88212640001439,145.16673370008357,145.3074682999868,left,-1.0,1,1,0.4295563001651317,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
106,0.5,1.0,145.31236790004186,,145.30769270006567,145.31236790004186,145.79883669991978,145.79883669991978,145.80567750008777,146.0903308999259,146.2522086999379,right,1.0,1,1,0.45022680005058646,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
107,0.5,1.0,146.25685440003872,,146.25243290001526,146.25685440003872,146.74306829995476,146.74306829995476,146.75006869994104,147.03457679995336,147.38305300008506,left,-1.0,1,1,0.6362373000010848,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
108,0.5,1.0,147.3885278000962,,147.38324610004202,147.3885278000962,147.87473309994675,147.87473309994675,147.88177959993482,148.1661288999021,148.42474630009383,left,-1.0,1,1,0.5463898999150842,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
109,0.5,1.0,148.4300637000706,,148.42494950001128,148.4300637000706,148.9163661999628,148.9163661999628,148.92335739987902,149.2078535000328,150.04258559993468,left,-1.0,1,1,1.1191205000504851,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
110,0.5,1.0,150.04788019997068,,150.0428077999968,150.04788019997068,150.53420510003343,150.53420510003343,150.54113820008934,150.82578320009634,151.25000269990414,left,-1.0,1,1,0.7136216000653803,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
111,0.5,1.0,151.2559638998937,,151.25010850001127,151.2559638998937,151.7422289000824,151.7422289000824,151.74923379998654,152.03381310007535,152.3059374000877,right,1.0,1,1,0.5606532001402229,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
112,0.5,1.0,152.3114271000959,,152.30614109989256,152.3114271000959,152.79767400003038,152.79767400003038,152.80470329988748,153.0891752000898,153.31968359998427,right,1.0,1,1,0.5205055000260472,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
113,0.5,1.0,153.32520839991048,,153.31984180002473,153.32520839991048,153.81145110004582,153.81145110004582,153.81854619993828,154.10298179998063,154.3477203999646,right,1.0,1,1,0.5317296001594514,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
114,0.5,1.0,154.352918199962,,154.34799010003917,154.352918199962,154.83917839988135,154.83917839988135,154.84607609990053,155.13058399991132,155.48582320008427,left,-1.0,1,1,0.6397315999493003,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
115,0.5,1.0,155.4915195000358,,155.48601179989055,155.4915195000358,155.97794099990278,155.97794099990278,155.9847412998788,156.2692350000143,156.4936303999275,left,-1.0,1,1,0.5116359998937696,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
116,0.5,1.0,156.49821670004167,,156.4938999998849,156.49821670004167,156.98470909986645,156.98470909986645,156.99156880006194,157.27609839988872,157.54803159995936,right,1.0,1,1,0.5566115998663008,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
117,0.5,1.0,157.55379689997062,,157.54826320009306,157.55379689997062,158.04001830006018,158.04001830006018,158.04699679999612,158.33217229996808,158.79205540008843,left,-1.0,1,1,0.749407900031656,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
118,0.5,1.0,158.7965136000421,,158.79227990005165,158.7965136000421,159.28293749992736,159.28293749992736,159.2899503998924,159.57437909999862,159.84671980002895,left,-1.0,1,1,0.560713900020346,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
119,0.5,1.0,159.85208970005624,,159.84694149997085,159.85208970005624,160.33834529994056,160.33834529994056,160.34549629990943,160.6298519000411,161.03488259995356,left,-1.0,1,1,0.6944319000467658,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
120,0.5,1.0,161.03920160001144,,161.03509579994716,161.03920160001144,161.52572729997337,161.52572729997337,161.5328818000853,161.81712740007788,162.42984750005417,left,-1.0,1,1,0.8972988999448717,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
121,0.5,1.0,162.43490369990468,,162.43008100008592,162.43490369990468,162.92135119996965,162.92135119996965,162.92801679996774,163.21270369994454,163.59626889997162,left,-1.0,1,1,0.671991600189358,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
122,0.5,1.0,163.60141250002198,,163.59655050002038,163.60141250002198,164.08791120001115,164.08791120001115,164.09475709986873,164.3791968000587,164.81140549993142,left,-1.0,1,1,0.7160404999740422,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
123,0.5,1.0,164.816779299872,,164.81165149994195,164.816779299872,165.3028283000458,165.3028283000458,165.309896199964,165.59433120000176,165.99843899998814,right,1.0,1,1,0.6890122999902815,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
124,0.5,1.0,166.00400949991308,,165.99868319998495,166.00400949991308,166.49020810006186,166.49020810006186,166.49711970007047,166.78170649986714,167.1439455000218,right,1.0,1,1,0.6494044999126345,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
125,0.5,1.0,167.1496760000009,,167.14419990009628,167.1496760000009,167.63594370009378,167.63594370009378,167.64282279997133,167.92731969989836,168.70645900000818,left,-1.0,1,1,1.0641938999760896,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
126,0.5,1.0,168.71196389989927,,168.70668049994856,168.71196389989927,169.1981919000391,169.1981919000391,169.20505369990133,169.48962810006924,169.7686115000397,right,1.0,1,1,0.5669734999537468,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
127,0.5,1.0,169.77433749986812,,169.76885590003803,169.77433749986812,170.2606871998869,170.2606871998869,170.26742670009844,170.55180949997157,171.01908540003933,right,1.0,1,1,0.7518832001369447,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
128,0.5,1.0,171.02418119995855,,171.01935539999977,171.02418119995855,171.51034449995495,171.51034449995495,171.51715880003758,171.8018129998818,172.2619030000642,right,1.0,1,1,0.7481500001158565,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
129,0.5,1.0,172.26679580006748,,172.2622803999111,172.26679580006748,172.7532730998937,172.7532730998937,172.76022939989343,173.04468609998003,173.5056559999939,left,-1.0,1,1,0.7502202000468969,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
130,0.5,1.0,173.50981880002655,,173.50592370005324,173.50981880002655,173.99610859993845,173.99610859993845,174.0030900000129,174.28748490009457,174.7128745999653,left,-1.0,1,1,0.7149124001152813,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
131,0.5,1.0,174.71802919986658,,174.71310089994222,174.71802919986658,175.20424730004743,175.20424730004743,175.21126289991662,175.49566229991615,175.72687150002457,right,1.0,1,1,0.515445499913767,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
132,0.5,1.0,175.731780000031,,175.72708219988272,175.731780000031,176.21785370004363,176.21785370004363,176.2247629999183,176.50939580006525,177.0040742000565,right,1.0,1,1,0.7817380998749286,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
133,0.5,1.0,177.00935869989917,,177.00428429991007,177.00935869989917,177.49564419989474,177.49564419989474,177.5025686000008,177.78702479996718,186.52671650005504,left,-1.0,0,0,9.028249199967831,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
134,0.5,1.5,186.53144449996762,,186.52698029996827,186.53144449996762,187.0220188999083,187.0220188999083,187.0220188999083,187.31337639992125,187.7178058999125,right,1.5,1,1,0.6919152000918984,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
135,0.5,1.5,187.72302419994958,,187.7180385000538,187.72302419994958,188.20939070009626,188.20939070009626,188.21630329987966,188.5007493000012,188.74541649990715,right,1.5,1,1,0.5290330999996513,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
136,0.5,1.5,188.75062779989094,,188.74565589986742,188.75062779989094,189.23700589989312,189.23700589989312,189.2438739000354,189.5283776000142,189.80042300000787,right,1.5,1,1,0.5621845999266952,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
137,0.5,1.0,189.80630879988894,,189.80060519999824,189.80630879988894,190.2924323999323,190.2924323999323,190.29925150005147,190.58375420002267,190.9533967000898,right,1.0,1,1,0.6559612001292408,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
138,0.5,1.0,190.95880550006405,,190.95358960004523,190.95880550006405,191.44506220007315,191.44506220007315,191.45192050002515,191.73640560009517,192.13433629996143,left,-1.0,1,1,0.6874885000288486,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
139,0.5,1.0,192.1391527999658,,192.13457809993997,192.1391527999658,192.62534480006434,192.62534480006434,192.63237129990011,192.91672890004702,193.2169987000525,right,1.0,1,1,0.5891626998782158,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
140,0.5,1.0,193.22231690003537,,193.2172230000142,193.22231690003537,193.7086231999565,193.7086231999565,193.71545760007575,193.99993310007267,194.27952670003287,right,1.0,1,1,0.5686723999679089,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
141,0.5,1.0,194.28454519994557,,194.27974959998392,194.28454519994557,194.77095500007272,194.77095500007272,194.77799510001205,195.0622898999136,195.37700939993374,right,1.0,1,1,0.6044580000452697,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
142,0.5,1.0,195.38171539991163,,195.3772084999364,195.38171539991163,195.86796130007133,195.86796130007133,195.87486419989727,196.15931400004774,196.33443009993061,right,1.0,1,1,0.4609909998252988,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
143,0.5,1.0,196.33987000002526,,196.33466090005822,196.33987000002526,196.82613259996288,196.82613259996288,196.83308720006607,197.11744940001518,197.32759190001525,right,1.0,1,1,0.49929170007817447,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
144,0.5,1.0,197.33281509997323,,197.3277849999722,197.33281509997323,197.81905500008725,197.81905500008725,197.8259821999818,198.11051820009016,198.29210909991525,left,-1.0,1,1,0.46623599994927645,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
145,0.5,1.0,198.29783659987152,,198.29235200001858,198.29783659987152,198.7842109000776,198.7842109000776,198.79111999995075,199.0755280999001,199.63271460006945,left,-1.0,1,1,0.8412970001809299,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
146,0.5,1.0,199.6380656999536,,199.63294659997337,199.6380656999536,200.12422079988755,200.12422079988755,200.131248800084,200.41581179993227,200.86856000008993,left,-1.0,1,1,0.7413504000287503,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
147,0.5,1.0,200.87386839999817,,200.86881939996965,200.87386839999817,201.36024699988775,201.36024699988775,201.36707999999635,201.6518220999278,202.0765517000109,left,-1.0,1,1,0.7124310000799596,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
148,0.5,1.0,202.0820331000723,,202.0767967000138,202.0820331000723,202.5684007999953,202.5684007999953,202.5753160000313,202.85975619987585,203.1038790999446,right,1.0,1,1,0.5286779999732971,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
149,0.5,1.0,203.10944129992276,,203.10409720009193,203.10944129992276,203.59585410007276,203.59585410007276,203.60282019991428,203.88723280001432,204.1599657998886,right,1.0,1,1,0.5615473000798374,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
150,0.5,1.0,204.1650668999646,,204.16017959988676,204.1650668999646,204.6513386000879,204.6513386000879,204.65831430000253,204.94281110004522,205.14542369986884,right,1.0,1,1,0.48723339987918735,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
151,0.5,1.0,205.15108669991605,,205.14563170005567,205.15108669991605,205.6373626999557,205.6373626999557,205.64421149995178,205.92875279998407,206.58318910002708,left,-1.0,0,0,0.9390507000498474,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
152,0.5,1.5,206.588445100002,,206.5834176999051,206.588445100002,207.07461229991168,207.07461229991168,207.0816037999466,207.3660549998749,208.0688078000676,left,-1.5,0,0,0.9892829000018537,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
153,0.5,2.0,208.07405929989181,,208.06903339992277,208.07405929989181,208.56053039990366,208.56053039990366,208.56730109988712,208.85187559993938,209.60324819991365,left,-2.0,0,0,1.0369770999532193,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
154,0.5,2.5,209.60873629990965,,209.6034969999455,209.60873629990965,210.0949103999883,210.0949103999883,210.1019135999959,210.38637720001861,210.7219670000486,right,2.5,0,0,0.6245080998633057,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
155,0.5,3.0,210.72668060008436,,210.722207600018,210.72668060008436,211.21284090005793,211.21284090005793,211.21960809989832,211.50413609994575,211.7001433998812,right,3.0,1,1,0.4802592999767512,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
156,0.5,3.0,211.70566429989412,,211.70034780004062,211.70566429989412,212.1918092998676,212.1918092998676,212.19880679994822,212.48337380005978,212.63062760001048,right,3.0,1,1,0.435806900030002,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
157,0.5,3.0,212.63611220009625,,212.6308621999342,212.63611220009625,213.12211899994873,213.12211899994873,213.12898959987797,213.413755599875,213.71388649987057,left,-3.0,1,1,0.5849061999469995,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
158,0.5,2.5,213.71918400004506,,213.71409379993565,213.71918400004506,214.20550250005908,214.20550250005908,214.21246180008166,214.4968214998953,214.7413055000361,right,2.5,1,1,0.5286912000738084,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
159,0.5,2.5,214.74676520004869,,214.74153300002217,214.74676520004869,215.2330881000962,215.2330881000962,215.24010639986955,215.52447460009716,215.9429220999591,left,-2.5,1,1,0.7038718000985682,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
160,0.5,2.5,215.94784869998693,,215.94313469994813,215.94784869998693,216.4341319000814,216.4341319000814,216.44107599998824,216.72570329997689,217.04739689989947,left,-2.5,1,1,0.6109348998870701,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
161,0.5,2.0,217.051894800039,,217.0476645999588,217.051894800039,217.5383087999653,217.5383087999653,217.54525090008974,217.82968889991753,218.1854047998786,left,-2.0,1,1,0.641063499962911,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
162,0.5,2.0,218.19077019998804,,218.1856478000991,218.19077019998804,218.6769948999863,218.6769948999863,218.68398279999383,218.96832980006002,219.10913420002908,right,2.0,1,1,0.42964890017174184,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
163,0.5,2.0,219.11426059994847,,219.10934379999526,219.11426059994847,219.6005096998997,219.6005096998997,219.6074351000134,219.89188480004668,219.94939820002764,right,2.0,1,1,0.3470306999515742,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
164,0.5,1.5,219.95442830002867,,219.94964060001075,219.95442830002867,220.44072739989497,220.44072739989497,220.44766619987786,220.73205120000057,220.8106342998799,left,-1.5,0,0,0.36705849994905293,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
165,0.5,2.0,220.81536059989594,,220.81088949996047,220.81536059989594,221.3016806000378,221.3016806000378,221.30871009989642,221.5930099999532,221.7126791998744,right,2.0,1,1,0.40742950001731515,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
166,0.5,2.0,221.7178815000225,,221.71291109989397,221.7178815000225,222.20432400004938,222.20432400004938,222.21131210005842,222.49576839990914,222.7193597999867,left,-2.0,1,1,0.5075342999771237,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
167,0.5,2.0,222.7248426999431,,222.71960579999723,222.7248426999431,223.21126669994555,223.21126669994555,223.21818530000746,223.5028186000418,223.6154555999674,right,2.0,1,1,0.402027599979192,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
168,0.5,1.5,223.6206825999543,,223.61568520008586,223.6206825999543,224.10685290000401,224.10685290000401,224.11378740007058,224.3983052999247,224.6292628000956,left,-1.5,1,1,0.5158158999402076,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
169,0.5,1.5,224.63437790004537,,224.6295209999662,224.63437790004537,225.12077399995178,225.12077399995178,225.12764459988102,225.41200009989552,225.5449310000986,right,1.5,1,1,0.4173653000034392,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
170,0.5,1.5,225.55068510002457,,225.54511539987288,225.55068510002457,226.03710160008632,226.03710160008632,226.04408110002987,226.32845059991814,226.45484929997474,left,-1.5,1,1,0.41001210012473166,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
171,0.5,1.0,226.46050380007364,,226.45507379993796,226.46050380007364,226.94662380008958,226.94662380008958,226.95351550006308,227.23812390002422,227.31693389988504,right,1.0,1,1,0.36853959993459284,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
172,0.5,1.0,227.32137589994818,,227.31717819999903,227.32137589994818,227.80748439999297,227.80748439999297,227.81474930001423,,228.07336449995637,left,-1.0,1,1,0.2639646998140961,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
173,0.5,1.0,228.07815449987538,,228.07359579997137,228.07815449987538,228.56451219995506,228.56451219995506,228.57146340003237,228.85600110003725,229.07244380004704,left,-1.0,1,1,0.5007869000546634,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
174,0.5,1.0,229.07827860000543,,229.0726588999387,229.07827860000543,229.5644199999515,229.5644199999515,229.57120459992439,229.8557593000587,230.0866125000175,left,-1.0,1,1,0.5193382001016289,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
